"repo_id","date","release_count","repo_group_id","repo_git","repo_path","repo_name","repo_added","repo_type","url","owner_id","description","primary_language","created_at","forked_from","updated_at","repo_archived_date_collected","repo_archived","tool_source","tool_version","data_source","data_collection_date","org_name"
37405,2017-02-26,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-03-01,2,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-04-02,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-04-05,2,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-08-26,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-09-17,3,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-11-19,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2017-11-27,2,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2018-03-11,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2018-03-30,2,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2018-07-22,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2018-07-25,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2018-07-26,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2019-02-03,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2019-02-04,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
37405,2019-02-05,1,25491,"https://github.com/apache/logging-log4j2","github.com-apache-logging-log4j2","logging-log4j2","2023-05-04 18:18:22","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2023-05-04 18:18:22","apache"
