commit_month,avg_commits_per_contributor,org_name
2021-10-01,23.928571428571427,uutils
2021-11-01,25.5625,uutils
2021-12-01,21.2,uutils
2022-01-01,92.65217391304348,uutils
2022-02-01,23.477272727272727,uutils
2022-03-01,33.75,uutils
2022-04-01,54.86666666666667,uutils
2022-05-01,43.05882352941177,uutils
2022-06-01,19.263157894736842,uutils
2022-07-01,35.666666666666664,uutils
2022-08-01,54.21052631578947,uutils
2022-09-01,48.714285714285715,uutils
2022-10-01,45.35294117647059,uutils
2022-11-01,32.8235294117647,uutils
2022-12-01,32.46666666666667,uutils
2023-01-01,58.07142857142857,uutils
2023-02-01,24.53125,uutils
2023-03-01,30.29268292682927,uutils
2023-04-01,104.12,uutils
2023-05-01,240.45454545454547,uutils
2023-06-01,121.25925925925925,uutils
2023-07-01,167.5,uutils
2023-08-01,226.77777777777777,uutils
2023-09-01,358.0,uutils
2023-10-01,88.65217391304348,uutils
2023-11-01,31.666666666666668,uutils
2023-12-01,51.2,uutils
2024-01-01,128.53333333333333,uutils
2024-02-01,151.0,uutils
2024-03-01,218.85185185185185,uutils
2024-04-01,152.68421052631578,uutils
2023-08-01,42.0,sequoia-pgp
2023-09-01,18.0,sequoia-pgp
2024-02-01,1.0,sequoia-pgp
