month,unique_contributors,org_name
2015-01,56,systemd
2015-02,56,systemd
2015-03,75,systemd
2015-04,56,systemd
2015-05,44,systemd
2015-06,56,systemd
2015-07,52,systemd
2015-08,44,systemd
2015-09,48,systemd
2015-10,52,systemd
2015-11,45,systemd
2015-12,31,systemd
2016-01,45,systemd
2016-02,38,systemd
2016-03,62,systemd
2016-04,41,systemd
2016-05,43,systemd
2016-06,40,systemd
2016-07,31,systemd
2016-08,40,systemd
2016-09,36,systemd
2016-10,36,systemd
2016-11,29,systemd
2016-12,34,systemd
2017-01,40,systemd
2017-02,40,systemd
2017-03,37,systemd
2017-04,27,systemd
2017-05,43,systemd
2017-06,31,systemd
2017-07,27,systemd
2017-08,37,systemd
2017-09,32,systemd
2017-10,32,systemd
2017-11,31,systemd
2017-12,22,systemd
2018-01,26,systemd
2018-02,29,systemd
2018-03,22,systemd
2018-04,25,systemd
2018-05,29,systemd
2018-06,31,systemd
2018-07,24,systemd
2018-08,26,systemd
2018-09,30,systemd
2018-10,30,systemd
2018-11,32,systemd
2018-12,28,systemd
2019-01,28,systemd
2019-02,12,systemd
2019-03,27,systemd
2019-04,16,systemd
2019-05,25,systemd
2019-06,18,systemd
2019-07,23,systemd
2019-08,27,systemd
2019-09,20,systemd
